person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
28,34000,RENT,0.0,VENTURE,C,12000,14.26,0.35,N,8,1
29,90000,MORTGAGE,6.0,MEDICAL,B,10000,11.71,0.11,N,8,0
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,10.0,0.07,N,2,0
25,45600,MORTGAGE,5.0,VENTURE,C,9600,14.27,0.21,Y,3,0
26,24000,OWN,1.0,VENTURE,B,5500,9.99,0.23,N,4,0
26,69000,RENT,10.0,HOMEIMPROVEMENT,C,15000,13.99,0.22,Y,4,0
25,43200,RENT,5.0,EDUCATION,D,8000,14.96,0.19,Y,3,0
39,87920,RENT,2.0,MEDICAL,B,3000,12.21,0.03,Y,16,0
42,80000,RENT,2.0,EDUCATION,C,3600,12.99,0.04,N,12,0
24,60000,RENT,4.0,EDUCATION,B,2000,12.18,0.03,N,3,0
29,115000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,8100,7.88,0.07,N,6,0
30,55000,RENT,1.0,DEBTCONSOLIDATION,C,5000,14.17,0.09,N,6,1
30,32000,RENT,2.0,PERSONAL,A,4000,7.4,0.13,N,7,0
29,44000,RENT,0.0,HOMEIMPROVEMENT,E,2000,19.42,0.05,Y,9,1
38,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.37,0.24,N,17,0
22,27000,RENT,3.0,DEBTCONSOLIDATION,D,6000,14.11,0.22,Y,3,1
22,45600,MORTGAGE,6.0,MEDICAL,B,5000,12.53,0.11,N,2,0
22,40000,RENT,2.0,MEDICAL,A,4200,7.29,0.1,N,3,0
22,72000,MORTGAGE,6.0,EDUCATION,D,12000,14.96,0.17,Y,2,0
30,44760,RENT,1.0,MEDICAL,B,3300,11.71,0.07,N,8,0
29,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,11.49,0.17,N,5,0
33,30000,RENT,5.0,EDUCATION,A,4200,6.92,0.14,N,5,0
22,54000,RENT,6.0,EDUCATION,C,5000,15.23,0.09,Y,2,0
25,60000,OWN,9.0,VENTURE,A,12000,7.51,0.2,N,4,0
24,43000,OWN,8.0,MEDICAL,A,9000,9.63,0.21,N,4,0
29,60000,RENT,4.0,EDUCATION,A,12000,7.14,0.2,N,8,0
31,72000,MORTGAGE,15.0,MEDICAL,A,3000,6.76,0.04,N,9,0
21,80000,MORTGAGE,5.0,PERSONAL,A,6000,7.14,0.07,N,3,0
28,40000,RENT,12.0,EDUCATION,A,5000,6.03,0.13,N,5,0
28,30000,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.42,0.17,N,7,0
27,75000,RENT,10.0,EDUCATION,C,14125,13.49,0.19,Y,8,0
24,41000,RENT,0.0,MEDICAL,B,1200,10.99,0.03,N,4,0
29,114400,MORTGAGE,13.0,DEBTCONSOLIDATION,B,18000,10.75,0.15,N,10,0
26,90000,RENT,3.0,PERSONAL,B,20000,10.62,0.22,N,2,0
28,34000,RENT,3.0,VENTURE,B,5000,9.99,0.15,N,9,0
21,65004,MORTGAGE,3.0,EDUCATION,B,6000,9.99,0.09,N,2,0
22,53000,RENT,0.0,EDUCATION,A,16000,7.9,0.3,N,4,0
38,60000,MORTGAGE,0.0,PERSONAL,B,10000,10.99,0.17,N,14,0
29,49000,RENT,1.0,VENTURE,E,5000,17.74,0.1,Y,7,1
27,120000,RENT,3.0,DEBTCONSOLIDATION,B,14000,12.69,0.12,N,5,0
35,150000,MORTGAGE,9.0,MEDICAL,A,9000,7.14,0.06,N,8,0
22,45000,RENT,4.0,EDUCATION,B,10000,11.14,0.22,N,2,0
28,60000,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.61,0.08,N,5,0
23,31200,RENT,0.0,EDUCATION,B,3000,11.83,0.1,N,3,0
25,50000,RENT,9.0,DEBTCONSOLIDATION,B,7200,10.25,0.14,N,3,0
23,48000,RENT,0.0,PERSONAL,C,10000,13.49,0.21,N,3,0
21,44004,RENT,3.0,MEDICAL,A,6000,9.38,0.14,N,4,0
30,70000,MORTGAGE,15.0,MEDICAL,A,4800,7.51,0.07,N,8,0
22,50000,RENT,2.0,EDUCATION,C,2000,13.48,0.04,Y,4,0
24,38004,OWN,2.0,VENTURE,B,10000,11.12,0.26,N,3,0
25,50000,RENT,2.0,EDUCATION,B,10000,10.36,0.2,N,3,0
34,40000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,7.29,0.13,N,7,0
36,100000,MORTGAGE,0.0,VENTURE,B,20000,11.48,0.2,N,13,0
29,79500,RENT,0.0,DEBTCONSOLIDATION,B,6000,11.36,0.08,N,8,0
25,90000,MORTGAGE,6.0,VENTURE,C,5000,13.85,0.06,N,2,0
36,80000,MORTGAGE,9.0,VENTURE,D,21600,14.84,0.26,N,14,0
24,55000,RENT,0.0,EDUCATION,A,7500,8.0,0.14,N,2,0
28,45600,MORTGAGE,12.0,PERSONAL,A,6000,8.94,0.13,N,6,0
25,80000,OWN,5.0,PERSONAL,B,12000,11.36,0.15,N,4,0
22,42000,MORTGAGE,6.0,EDUCATION,A,2500,7.66,0.06,N,2,0
26,46000,RENT,4.0,EDUCATION,C,9500,14.35,0.21,N,3,1
23,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.51,0.05,N,3,0
22,36000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,8.9,0.14,N,2,0
28,50000,RENT,3.0,PERSONAL,D,3000,15.33,0.06,Y,10,0
21,25000,RENT,1.0,EDUCATION,A,10000,5.99,0.4,N,4,1
23,56000,MORTGAGE,3.0,PERSONAL,D,7000,14.96,0.13,N,2,0
26,50000,RENT,1.0,PERSONAL,A,3000,8.59,0.06,N,2,0
34,38250,RENT,5.0,VENTURE,D,5000,14.54,0.13,Y,5,0
29,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,6000,17.04,0.11,N,9,1
22,60000,RENT,6.0,EDUCATION,B,20050,12.53,0.33,N,2,1
27,57000,MORTGAGE,3.0,EDUCATION,A,3000,6.91,0.05,N,8,0
32,40704,MORTGAGE,9.0,PERSONAL,C,10000,12.61,0.25,N,6,0
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0.17,N,4,0
25,85000,RENT,8.0,VENTURE,B,12000,10.65,0.14,N,3,0
23,55000,RENT,4.0,VENTURE,C,10000,13.49,0.18,N,2,0
24,75000,RENT,8.0,DEBTCONSOLIDATION,B,12000,10.74,0.16,N,2,0
39,42000,RENT,2.0,VENTURE,B,10000,10.37,0.24,N,15,0
22,40000,RENT,2.0,MEDICAL,A,10000,7.14,0.25,N,4,0
22,52000,MORTGAGE,3.0,EDUCATION,A,7000,7.88,0.13,N,4,0
26,62000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,6.99,0.13,N,2,0
25,48000,MORTGAGE,9.0,VENTURE,B,10000,11.99,0.21,N,3,0
24,54000,RENT,1.0,VENTURE,D,6000,16.07,0.11,Y,4,1
22,54000,RENT,4.0,MEDICAL,A,4000,6.54,0.07,N,4,0
46,96339,MORTGAGE,5.0,DEBTCONSOLIDATION,D,13350,15.7,0.13,N,16,1
29,30000,RENT,3.0,PERSONAL,A,6000,7.66,0.2,N,6,0
23,60000,MORTGAGE,7.0,EDUCATION,A,17500,7.49,0.27,N,2,0
33,183000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,11.36,0.11,N,10,0
26,75000,RENT,10.0,PERSONAL,A,12000,8.49,0.16,N,4,0
32,53004,RENT,6.0,EDUCATION,C,16500,13.72,0.31,Y,9,1
29,35000,RENT,1.0,VENTURE,B,6500,11.49,0.19,N,6,0
31,45449,RENT,3.0,MEDICAL,B,15000,11.48,0.33,N,10,0
29,200000,RENT,4.0,EDUCATION,B,14000,12.69,0.07,N,7,0
29,93000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,2500,5.99,0.03,N,5,0
29,140000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,10000,10.74,0.07,N,10,0
24,70000,RENT,4.0,PERSONAL,B,12000,12.42,0.17,N,4,0
24,52000,RENT,2.0,DEBTCONSOLIDATION,B,12000,9.91,0.23,N,3,0
29,44004,RENT,13.0,DEBTCONSOLIDATION,D,12000,15.33,0.27,Y,10,1
29,120000,MORTGAGE,0.0,VENTURE,B,17500,10.25,0.15,N,8,0
32,120000,RENT,3.0,VENTURE,D,10000,16.02,0.08,N,10,0
27,65000,RENT,6.0,MEDICAL,A,15000,7.29,0.23,N,7,0
24,60000,RENT,8.0,HOMEIMPROVEMENT,B,24000,10.65,0.4,N,2,0
26,95000,RENT,0.0,HOMEIMPROVEMENT,B,12000,10.0,0.13,N,4,0
22,50000,MORTGAGE,1.0,EDUCATION,B,2000,11.26,0.04,N,2,0
24,33000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9600,7.88,0.27,N,4,0
21,25000,OWN,5.0,VENTURE,A,5000,7.51,0.2,N,4,0
23,60000,RENT,7.0,MEDICAL,B,8000,10.59,0.13,N,4,0
32,65000,RENT,16.0,PERSONAL,A,6000,7.49,0.09,N,6,0
24,48000,MORTGAGE,8.0,VENTURE,A,10000,5.79,0.21,N,3,0
29,60000,MORTGAGE,2.0,EDUCATION,D,1500,14.96,0.03,Y,6,0
22,36000,MORTGAGE,3.0,VENTURE,A,3600,5.99,0.1,N,4,0
23,30000,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.74,0.17,N,3,1
46,110000,RENT,8.0,PERSONAL,C,6500,12.73,0.06,Y,16,0
38,81204,MORTGAGE,7.0,HOMEIMPROVEMENT,A,9200,6.91,0.11,N,11,0
29,61498,MORTGAGE,5.0,PERSONAL,B,20000,11.36,0.33,N,9,0
39,48996,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.23,0.1,Y,16,1
47,52000,RENT,5.0,DEBTCONSOLIDATION,A,1500,7.49,0.03,N,17,0
27,80000,RENT,11.0,PERSONAL,B,2500,11.71,0.03,N,7,0
32,56950,MORTGAGE,16.0,MEDICAL,C,3500,12.99,0.05,Y,10,1
26,58650,MORTGAGE,11.0,MEDICAL,A,3000,5.42,0.04,N,4,0
29,120000,MORTGAGE,4.0,VENTURE,A,6000,6.99,0.05,N,9,0
43,55000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4500,6.54,0.08,N,17,0
26,60000,OWN,4.0,MEDICAL,B,4000,11.14,0.07,N,2,0
26,36000,OWN,10.0,DEBTCONSOLIDATION,A,15000,9.63,0.42,N,2,0
23,63000,OWN,7.0,EDUCATION,D,6800,14.54,0.11,Y,4,0
22,48000,RENT,4.0,PERSONAL,A,13200,6.17,0.28,N,2,0
51,34000,MORTGAGE,3.0,PERSONAL,C,5500,13.06,0.17,N,20,0
28,87600,MORTGAGE,12.0,PERSONAL,A,14500,8.49,0.17,N,5,0
26,30000,RENT,1.0,MEDICAL,A,3500,5.99,0.12,N,2,0
21,58000,RENT,5.0,EDUCATION,B,3500,8.88,0.06,N,4,0
39,85000,OWN,2.0,HOMEIMPROVEMENT,B,24000,11.86,0.28,N,13,0
22,43000,RENT,3.0,MEDICAL,A,9600,7.51,0.23,N,2,0
31,70000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.9,0.09,N,10,0
29,58000,RENT,11.0,VENTURE,B,17000,9.91,0.29,N,6,0
23,75000,RENT,5.0,PERSONAL,B,6600,8.88,0.09,N,4,0
25,60000,MORTGAGE,2.0,VENTURE,A,1500,7.49,0.02,N,4,0
37,60000,RENT,5.0,EDUCATION,B,7000,9.99,0.12,N,17,0
28,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,15200,15.68,0.14,Y,9,0
30,44160,RENT,2.0,MEDICAL,A,9000,6.91,0.2,N,6,0
31,50000,MORTGAGE,5.0,PERSONAL,A,5000,7.14,0.1,N,6,0
28,40000,RENT,0.0,DEBTCONSOLIDATION,A,3600,7.29,0.09,N,6,0
29,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2500,7.49,0.05,N,7,0
24,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.59,0.08,N,3,0
26,96000,RENT,1.0,HOMEIMPROVEMENT,B,4000,11.49,0.01,N,3,0
38,170000,RENT,4.0,PERSONAL,C,4000,14.26,0.02,N,12,0
30,52000,RENT,2.0,EDUCATION,A,4200,5.79,0.08,N,8,0
22,43200,RENT,2.0,EDUCATION,C,12000,13.48,0.28,N,4,0
26,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3300,10.99,0.06,N,4,0
31,110000,RENT,6.0,EDUCATION,C,15000,12.73,0.14,N,9,0
28,130000,RENT,12.0,VENTURE,A,20000,5.42,0.15,N,8,0
24,41000,RENT,0.0,EDUCATION,D,4000,16.49,0.1,Y,2,1
28,60000,MORTGAGE,12.0,PERSONAL,A,6000,8.9,0.1,N,8,0
25,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,16000,8.94,0.29,N,4,0
27,63000,RENT,11.0,EDUCATION,A,11000,9.63,0.17,N,8,0
29,225000,MORTGAGE,11.0,VENTURE,B,19000,10.62,0.09,N,9,0
22,55000,RENT,1.0,EDUCATION,A,8000,5.42,0.15,N,4,0
28,100000,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.51,0.05,N,9,0
24,98004,RENT,8.0,DEBTCONSOLIDATION,D,16000,14.42,0.16,Y,3,1
23,98000,MORTGAGE,7.0,EDUCATION,B,10000,11.71,0.1,N,3,0
29,70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,7.51,0.07,N,9,0
28,69000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,15000,14.11,0.22,N,10,1
24,18000,RENT,2.0,VENTURE,B,4000,10.99,0.22,N,2,1
50,85000,RENT,2.0,PERSONAL,B,12000,11.36,0.14,N,15,0
28,60000,MORTGAGE,12.0,VENTURE,A,7000,7.49,0.12,N,7,0
24,44136,RENT,1.0,PERSONAL,C,4000,13.99,0.09,Y,2,0
22,56004,OWN,5.0,PERSONAL,B,12000,11.14,0.21,N,2,0
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,10800,12.21,0.23,N,2,0
36,36000,RENT,2.0,EDUCATION,C,6000,13.22,0.17,N,15,0
31,35000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3600,10.59,0.1,N,9,0
34,29780,RENT,0.0,MEDICAL,C,1500,12.84,0.05,Y,5,0
25,122880,MORTGAGE,5.0,HOMEIMPROVEMENT,B,25000,10.36,0.21,N,2,0
35,51996,RENT,3.0,MEDICAL,B,24250,10.37,0.49,N,6,1
25,40000,MORTGAGE,2.0,VENTURE,A,10500,7.49,0.25,N,4,0
21,65000,RENT,5.0,DEBTCONSOLIDATION,B,12000,11.71,0.18,N,3,0
23,58500,RENT,3.0,VENTURE,C,20000,13.72,0.35,N,4,0
28,33000,RENT,2.0,MEDICAL,C,5400,15.27,0.17,N,6,0
23,68000,MORTGAGE,7.0,PERSONAL,A,6000,7.51,0.09,N,2,0
27,38000,OWN,3.0,PERSONAL,B,3000,11.58,0.08,N,5,0
23,50000,MORTGAGE,2.0,EDUCATION,C,7200,14.65,0.14,N,3,0
28,60000,RENT,4.0,HOMEIMPROVEMENT,B,10000,9.99,0.17,N,7,0
27,55000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.75,0.18,N,8,0
21,40000,RENT,3.0,PERSONAL,B,10000,11.71,0.25,N,4,0
28,110000,MORTGAGE,2.0,MEDICAL,A,12000,8.94,0.11,N,5,0
26,110000,MORTGAGE,5.0,EDUCATION,B,12000,10.99,0.11,N,3,0
39,66300,MORTGAGE,3.0,MEDICAL,D,25000,15.31,0.32,N,11,1
32,55000,RENT,2.0,EDUCATION,A,3500,6.92,0.06,N,10,0
22,60000,RENT,4.0,MEDICAL,B,12000,10.0,0.2,N,2,0
23,57600,RENT,1.0,PERSONAL,B,3300,10.37,0.06,N,2,0
26,80000,MORTGAGE,10.0,VENTURE,A,15000,7.51,0.19,N,2,0
23,51600,OWN,0.0,EDUCATION,B,15000,9.91,0.29,N,3,0
37,90000,MORTGAGE,14.0,MEDICAL,A,14500,7.49,0.16,N,14,0
24,80000,RENT,1.0,DEBTCONSOLIDATION,C,6400,14.27,0.08,N,4,0
33,60000,RENT,0.0,VENTURE,C,6000,14.65,0.1,Y,9,0
27,38000,RENT,3.0,MEDICAL,B,5000,11.71,0.14,N,10,0
33,68340,RENT,0.0,DEBTCONSOLIDATION,C,18000,14.35,0.26,N,10,0
35,50000,RENT,0.0,VENTURE,B,14000,12.69,0.27,N,9,0
22,76800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7200,6.62,0.09,N,4,0
29,50000,MORTGAGE,5.0,PERSONAL,C,15000,12.73,0.3,Y,8,0
23,77000,RENT,7.0,DEBTCONSOLIDATION,B,18000,9.91,0.23,N,3,0
23,69000,MORTGAGE,7.0,EDUCATION,D,15000,16.32,0.22,Y,2,0
30,12000,RENT,0.0,VENTURE,C,3000,12.68,0.25,N,10,1
25,80000,OWN,9.0,MEDICAL,A,4000,6.62,0.05,N,3,0
24,42000,MORTGAGE,4.0,EDUCATION,A,4000,8.59,0.1,N,4,0
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,16000,5.99,0.18,N,4,0
25,19200,RENT,0.0,DEBTCONSOLIDATION,B,1500,11.14,0.07,N,4,0
26,60000,RENT,1.0,VENTURE,C,15000,14.26,0.25,N,4,0
33,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2500,7.29,0.05,N,9,0
25,72600,MORTGAGE,5.0,VENTURE,A,5000,7.74,0.07,N,4,0
47,42000,RENT,6.0,VENTURE,B,1000,10.99,0.03,N,11,0
21,75000,MORTGAGE,5.0,VENTURE,B,15000,10.99,0.2,N,2,0
29,54000,RENT,2.0,PERSONAL,D,8400,16.49,0.16,N,6,1
25,43200,RENT,4.0,MEDICAL,D,9000,16.77,0.21,Y,2,1
22,47208,RENT,2.0,EDUCATION,C,10000,13.06,0.21,Y,3,0
33,125000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8400,9.32,0.07,N,9,0
60,32000,MORTGAGE,3.0,VENTURE,D,7500,15.62,0.23,Y,18,0
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,15000,10.99,0.25,N,8,0
27,50000,RENT,2.0,PERSONAL,A,3600,7.14,0.07,N,8,0
23,96000,RENT,7.0,PERSONAL,B,21000,10.65,0.22,N,2,0
23,150000,MORTGAGE,7.0,PERSONAL,A,8000,6.91,0.05,N,2,0
27,35496,RENT,3.0,EDUCATION,A,5500,7.14,0.16,N,10,0
25,46000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.69,0.13,N,2,0
23,150000,MORTGAGE,0.0,MEDICAL,A,12000,5.79,0.08,N,2,0
22,45000,RENT,4.0,VENTURE,B,6000,9.25,0.13,N,3,0
36,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,2800,11.36,0.07,N,13,0
28,73000,RENT,3.0,EDUCATION,D,18000,15.37,0.25,Y,7,1
29,24000,MORTGAGE,2.0,MEDICAL,C,2000,13.99,0.08,Y,6,0
27,172500,MORTGAGE,11.0,HOMEIMPROVEMENT,A,20000,6.17,0.12,N,8,0
22,36000,RENT,2.0,MEDICAL,B,6000,11.86,0.17,N,4,0
24,47000,MORTGAGE,7.0,VENTURE,B,6000,11.71,0.13,N,4,0
25,36000,RENT,0.0,PERSONAL,C,12000,12.53,0.33,Y,2,1
27,72000,RENT,2.0,MEDICAL,A,14000,8.94,0.19,N,7,0
22,60000,MORTGAGE,6.0,PERSONAL,A,10750,5.42,0.18,N,4,0
30,60000,MORTGAGE,3.0,VENTURE,B,2000,11.71,0.03,N,6,0
26,75600,MORTGAGE,3.0,PERSONAL,A,10000,5.79,0.13,N,4,0
30,42000,MORTGAGE,4.0,MEDICAL,A,8500,6.03,0.2,N,5,0
32,43000,RENT,0.0,MEDICAL,A,4000,7.88,0.09,N,7,0
25,75000,MORTGAGE,4.0,VENTURE,C,6000,14.65,0.08,N,3,0
42,49000,MORTGAGE,6.0,PERSONAL,A,6200,7.29,0.13,N,13,0
24,30000,RENT,3.0,PERSONAL,D,4800,15.62,0.16,Y,3,0
22,45000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.99,0.22,N,4,0
34,138000,MORTGAGE,14.0,PERSONAL,B,24000,11.11,0.17,N,6,0
37,60000,OWN,0.0,HOMEIMPROVEMENT,D,12000,14.11,0.2,N,15,0
22,36396,MORTGAGE,4.0,EDUCATION,A,5000,6.54,0.14,N,4,0
28,34000,RENT,1.0,VENTURE,D,8000,14.61,0.24,Y,10,1
32,60000,RENT,3.0,DEBTCONSOLIDATION,A,18000,7.51,0.3,N,10,0
29,65000,MORTGAGE,11.0,PERSONAL,C,10000,13.49,0.15,N,9,0
36,45000,RENT,0.0,MEDICAL,D,16000,14.74,0.36,Y,13,1
26,48000,RENT,0.0,MEDICAL,D,1500,15.05,0.03,Y,3,1
28,55000,RENT,8.0,DEBTCONSOLIDATION,C,21000,13.49,0.4,Y,6,1
24,66000,RENT,8.0,DEBTCONSOLIDATION,D,18000,14.11,0.27,Y,4,1
31,29000,RENT,2.0,HOMEIMPROVEMENT,C,6250,13.06,0.22,N,9,1
41,75996,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,10.75,0.2,N,12,0
28,51996,MORTGAGE,13.0,DEBTCONSOLIDATION,B,20000,11.86,0.39,N,5,0
31,204000,MORTGAGE,0.0,MEDICAL,C,15250,13.06,0.07,Y,5,0
24,75000,MORTGAGE,8.0,EDUCATION,B,5000,11.99,0.07,N,4,0
28,60000,MORTGAGE,0.0,EDUCATION,A,6000,7.14,0.1,N,9,0
22,75000,MORTGAGE,6.0,VENTURE,B,15000,10.62,0.2,N,2,0
25,33996,RENT,8.0,PERSONAL,B,5000,11.12,0.15,N,2,0
29,30000,RENT,3.0,MEDICAL,B,9500,9.99,0.32,N,7,1
30,50000,RENT,0.0,EDUCATION,A,6000,8.59,0.12,N,7,0
25,36129,RENT,1.0,DEBTCONSOLIDATION,C,8325,14.22,0.24,N,4,0
22,25200,RENT,1.0,EDUCATION,A,3000,7.9,0.12,N,4,0
28,90000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,16000,6.03,0.18,N,9,0
38,120000,RENT,3.0,EDUCATION,B,20000,9.91,0.17,N,17,0
36,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,13000,7.51,0.22,N,17,0
23,100000,MORTGAGE,7.0,EDUCATION,B,12000,11.49,0.12,N,2,0
24,60000,MORTGAGE,8.0,VENTURE,A,12000,7.88,0.2,N,2,0
29,39996,RENT,2.0,VENTURE,A,10000,6.99,0.25,N,7,0
26,50400,RENT,7.0,DEBTCONSOLIDATION,A,12000,7.51,0.24,N,3,0
32,90000,RENT,16.0,DEBTCONSOLIDATION,A,4000,7.51,0.05,N,8,0
22,45000,MORTGAGE,7.0,MEDICAL,B,6000,9.88,0.13,N,2,0
22,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.99,0.17,Y,3,1
23,60000,MORTGAGE,5.0,VENTURE,B,11500,11.99,0.19,N,3,0
23,38004,OWN,2.0,EDUCATION,A,9600,6.03,0.25,N,4,0
34,62400,RENT,3.0,DEBTCONSOLIDATION,B,15000,9.45,0.24,N,5,0
22,200000,MORTGAGE,2.0,VENTURE,B,4000,9.45,0.02,N,4,0
23,69000,RENT,0.0,VENTURE,D,20000,14.82,0.29,N,2,1
22,72644,MORTGAGE,0.0,HOMEIMPROVEMENT,B,17000,11.83,0.24,N,4,0
25,94527,RENT,4.0,VENTURE,A,11000,6.62,0.12,N,2,0
30,50000,RENT,11.0,DEBTCONSOLIDATION,B,7000,12.69,0.14,N,5,0
32,64000,MORTGAGE,1.0,MEDICAL,B,5000,10.99,0.08,N,7,0
30,150000,MORTGAGE,13.0,VENTURE,A,8475,8.49,0.06,N,5,0
34,79000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,4000,6.76,0.05,N,10,0
28,72000,RENT,0.0,EDUCATION,B,18000,11.71,0.25,N,7,0
22,30000,RENT,4.0,MEDICAL,C,5000,12.99,0.17,Y,4,0
29,60000,MORTGAGE,3.0,PERSONAL,B,8000,11.49,0.13,N,10,0
37,50000,RENT,5.0,PERSONAL,D,5000,15.65,0.1,Y,17,0
30,36000,RENT,0.0,MEDICAL,A,6000,8.59,0.17,N,10,0
34,49536,MORTGAGE,13.0,HOMEIMPROVEMENT,B,20000,9.88,0.5,N,8,0
30,75000,RENT,3.0,PERSONAL,C,15000,13.22,0.2,N,9,0
26,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,15250,15.68,0.23,Y,3,1
22,60000,OWN,6.0,PERSONAL,C,7500,11.34,0.13,Y,3,0
23,30000,RENT,0.0,VENTURE,C,3600,14.79,0.12,N,4,0
21,35000,MORTGAGE,5.0,PERSONAL,A,10000,7.29,0.29,N,3,0
31,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,5100,12.53,0.09,N,5,0
24,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,11.49,0.2,N,3,0
23,44000,RENT,0.0,MEDICAL,A,9000,8.94,0.2,N,4,0
26,54000,MORTGAGE,4.0,MEDICAL,A,5000,6.62,0.09,N,3,0
22,57000,MORTGAGE,6.0,PERSONAL,B,6300,10.65,0.11,N,4,0
23,36000,RENT,5.0,PERSONAL,A,12000,7.88,0.33,N,4,1
23,35000,MORTGAGE,4.0,EDUCATION,A,7000,7.88,0.2,N,3,0
31,57006,RENT,12.0,DEBTCONSOLIDATION,B,3500,11.86,0.06,N,5,0
27,12000,RENT,3.0,MEDICAL,A,4000,7.9,0.3,N,10,0
70,60000,RENT,0.0,PERSONAL,A,4200,8.59,0.07,N,24,0
26,100000,RENT,0.0,DEBTCONSOLIDATION,A,5000,5.42,0.05,N,3,0
23,29004,RENT,0.0,VENTURE,B,3000,10.99,0.11,N,3,0
24,70550,MORTGAGE,8.0,MEDICAL,D,7500,16.77,0.09,N,3,1
25,63000,RENT,9.0,PERSONAL,C,15000,15.27,0.23,Y,3,0
30,65004,OTHER,1.0,DEBTCONSOLIDATION,A,7100,9.63,0.11,N,6,0
30,48000,RENT,9.0,PERSONAL,D,5000,11.86,0.1,N,6,0
31,40000,RENT,2.0,PERSONAL,D,7000,14.96,0.17,N,7,1
24,48000,RENT,0.0,EDUCATION,B,5000,10.08,0.1,N,4,1
27,130000,RENT,11.0,HOMEIMPROVEMENT,B,5600,9.63,0.05,N,10,0
24,90000,RENT,0.0,MEDICAL,C,15000,13.47,0.17,Y,2,0
27,60000,RENT,5.0,MEDICAL,B,10000,11.71,0.17,N,7,0
23,82500,MORTGAGE,7.0,VENTURE,B,15000,10.99,0.19,N,2,0
36,54000,RENT,2.0,HOMEIMPROVEMENT,E,6000,16.35,0.11,N,17,1
24,69935,MORTGAGE,3.0,VENTURE,B,7200,10.99,0.1,N,4,0
27,60000,MORTGAGE,2.0,VENTURE,B,20000,10.59,0.33,N,8,0
24,80000,MORTGAGE,6.0,PERSONAL,D,7500,16.77,0.09,Y,3,0
27,64000,RENT,0.0,HOMEIMPROVEMENT,D,10000,14.96,0.16,Y,7,1
25,40000,RENT,0.0,VENTURE,B,4500,10.99,0.11,N,4,1
32,36000,RENT,9.0,MEDICAL,C,1500,14.79,0.04,Y,8,0
22,54000,MORTGAGE,2.0,VENTURE,A,7000,7.51,0.13,N,2,0
31,30000,RENT,0.0,MEDICAL,B,10000,10.37,0.33,N,6,1
26,87000,RENT,5.0,VENTURE,B,15000,11.48,0.17,N,3,0
30,140000,MORTGAGE,14.0,PERSONAL,C,16800,13.49,0.12,N,5,0
